代码,一级行政区,二级行政区,名称,级别,状态,启用时间,变更（弃用）时间,新代码
132703,河北省,唐山地区,山海关区,县级,弃用,1980,1983,130303
132704,河北省,唐山地区,北戴河区,县级,弃用,1980,1983,130304
132705,河北省,唐山地区,郊区,县级,弃用,1980,1983,130305
132721,河北省,唐山地区,丰润县,县级,弃用,1980,1983,130221
132722,河北省,唐山地区,丰南县,县级,弃用,1980,1983,130222
132723,河北省,唐山地区,滦县,县级,弃用,1980,1983,130223
132724,河北省,唐山地区,滦南县,县级,弃用,1980,1983,130224
132725,河北省,唐山地区,乐亭县,县级,弃用,1980,1983,130225
132726,河北省,唐山地区,昌黎县,县级,弃用,1980,1983,130322
132727,河北省,唐山地区,抚宁县,县级,弃用,1980,1983,130323
132728,河北省,唐山地区,卢龙县,县级,弃用,1980,1983,130324
132729,河北省,唐山地区,迁安县,县级,弃用,1980,1983,130228
132730,河北省,唐山地区,迁西县,县级,弃用,1980,1983,130229
132731,河北省,唐山地区,遵化县,县级,弃用,1980,1983,130230
132732,河北省,唐山地区,玉田县,县级,弃用,1980,1983,130226
132733,河北省,唐山地区,唐海县,县级,弃用,1982,1983,130227
132800,河北省,廊坊地区,廊坊地区,地级,弃用,1980,1988,131000
132801,河北省,廊坊地区,廊坊市,县级,弃用,1981,1988,131002
132821,河北省,廊坊地区,三河县,县级,弃用,1980,1988,131021
132822,河北省,廊坊地区,大厂回族自治县,县级,弃用,1980,1988,131028
132823,河北省,廊坊地区,香河县,县级,弃用,1980,1988,131024
132824,河北省,廊坊地区,安次县,县级,弃用,1980,1983,132801[1981];132801
132825,河北省,廊坊地区,永清县,县级,弃用,1980,1988,131023
132826,河北省,廊坊地区,固安县,县级,弃用,1980,1988,131022
132827,河北省,廊坊地区,霸县,县级,弃用,1980,1988,131027
132828,河北省,廊坊地区,文安县,县级,弃用,1980,1988,131026
132829,河北省,廊坊地区,大城县,县级,弃用,1980,1988,131025
132900,河北省,沧州地区,沧州地区,地级,弃用,1980,1993,130900[1983];130900
132901,河北省,沧州地区,沧州市,县级,弃用,1980,1983,130900
132902,河北省,沧州地区,泊头市,县级,弃用,1984,1993,139008
132902,河北省,沧州地区,新华区,县级,变更,1980,1983,130902
132903,河北省,沧州地区,任丘市,县级,弃用,1986,1993,139009
132903,河北省,沧州地区,运河区,县级,变更,1980,1983,130903
132904,河北省,沧州地区,黄骅市,县级,弃用,1989,1993,139010
132904,河北省,沧州地区,郊区,县级,变更,1980,1983,130904
132905,河北省,沧州地区,河间市,县级,弃用,1990,1993,139011
132905,河北省,沧州地区,泊头市,县级,变更,1982,1984,132902
132921,河北省,沧州地区,沧县,县级,弃用,1980,1983,130921
132922,河北省,沧州地区,河间县,县级,弃用,1980,1990,132905
132923,河北省,沧州地区,肃宁县,县级,弃用,1980,1993,130926
132924,河北省,沧州地区,献县,县级,弃用,1980,1993,130929
132925,河北省,沧州地区,交河县,县级,弃用,1980,1983,132905[1982];132905
132926,河北省,沧州地区,吴桥县,县级,弃用,1980,1993,130928
132927,河北省,沧州地区,东光县,县级,弃用,1980,1993,130923
132928,河北省,沧州地区,南皮县,县级,弃用,1980,1993,132905[1982];130927
132929,河北省,沧州地区,盐山县,县级,弃用,1980,1993,130925
132930,河北省,沧州地区,黄骅县,县级,弃用,1980,1989,132904
132931,河北省,沧州地区,孟村回族自治县,县级,弃用,1980,1993,130930
132932,河北省,沧州地区,青县,县级,弃用,1980,1986,130922
132933,河北省,沧州地区,任丘县,县级,弃用,1980,1986,132903
132934,河北省,沧州地区,海兴县,县级,弃用,1980,1993,130924
133000,河北省,衡水地区,衡水地区,地级,弃用,1980,1996,131100
133001,河北省,衡水地区,衡水市,县级,弃用,1982,1996,131102
133002,河北省,衡水地区,冀州市,县级,弃用,1993,1996,131181
133003,河北省,衡水地区,深州市,县级,弃用,1994,1996,131182
133021,河北省,衡水地区,衡水县,县级,弃用,1980,1983,133001[1982];133001
133022,河北省,衡水地区,冀县,县级,弃用,1980,1993,133002
133023,河北省,衡水地区,枣强县,县级,弃用,1980,1996,131121
133024,河北省,衡水地区,武邑县,县级,弃用,1980,1996,131122
133025,河北省,衡水地区,深县,县级,弃用,1980,1994,133003
133026,河北省,衡水地区,武强县,县级,弃用,1980,1996,131123
133027,河北省,衡水地区,饶阳县,县级,弃用,1980,1996,131124
133028,河北省,衡水地区,安平县,县级,弃用,1980,1996,131125
133029,河北省,衡水地区,故城县,县级,弃用,1980,1996,131126
133030,河北省,衡水地区,景县,县级,弃用,1980,1996,131127
133031,河北省,衡水地区,阜城县,县级,弃用,1980,1996,131128
139001,河北省,直辖,武安市,县级,弃用,1988,1995,130481
139002,河北省,直辖,霸州市,县级,弃用,1990,1995,131081
139003,河北省,直辖,遵化市,县级,弃用,1992,1995,130281
139004,河北省,直辖,辛集市,县级,弃用,1993,1995,130181
139005,河北省,直辖,藁城市,县级,弃用,1993,1995,130182
139006,河北省,直辖,晋州市,县级,弃用,1993,1995,130183
139007,河北省,直辖,新乐市,县级,弃用,1993,1995,130184
139008,河北省,直辖,泊头市,县级,弃用,1993,1995,130981
139009,河北省,直辖,任丘市,县级,弃用,1993,1995,130982
139010,河北省,直辖,黄骅市,县级,弃用,1993,1995,130983
139011,河北省,直辖,河间市,县级,弃用,1993,1995,130984
139012,河北省,直辖,三河市,县级,弃用,1994,1995,131082
139012,河北省,直辖,三河县,县级,变更,1993,1994,139012
139013,河北省,直辖,南宫市,县级,弃用,1993,1995,130581
139014,河北省,直辖,沙河市,县级,弃用,1993,1995,130582
139015,河北省,直辖,定州市,县级,弃用,1994,1995,130682
139016,河北省,直辖,涿州市,县级,弃用,1994,1995,130681
139017,河北省,直辖,安国市,县级,弃用,1994,1995,130683
139018,河北省,直辖,高碑店市,县级,弃用,1994,1995,130684
139019,河北省,直辖,鹿泉市,县级,弃用,1994,1995,130185
139020,河北省,直辖,丰南市,县级,弃用,1994,1995,130282
140000,山西省,,山西省,省级,启用,1980,,
140100,山西省,太原市,太原市,地级,启用,1980,,
140102,山西省,太原市,南城区,县级,弃用,1980,1997,140105;140106
140103,山西省,太原市,北城区,县级,弃用,1980,1997,140107;140108
140104,山西省,太原市,河西区,县级,弃用,1980,1997,140109;140110
140105,山西省,太原市,小店区,县级,启用,1997,,
140106,山西省,太原市,迎泽区,县级,启用,1997,,
140107,山西省,太原市,杏花岭区,县级,启用,1997,,
140108,山西省,太原市,尖草坪区,县级,启用,1997,,
140109,山西省,太原市,万柏林区,县级,启用,1997,,
140110,山西省,太原市,晋源区,县级,启用,1997,,
140111,山西省,太原市,古交工矿区,县级,弃用,1980,1988,149001
140112,山西省,太原市,南郊区,县级,弃用,1980,1997,140105;140106;140107;140110
140113,山西省,太原市,北郊区,县级,弃用,1980,1997,140107;140108;140109
140121,山西省,太原市,清徐县,县级,启用,1980,,
140122,山西省,太原市,阳曲县,县级,启用,1980,,
140123,山西省,太原市,娄烦县,县级,启用,1980,,
140181,山西省,太原市,古交市,县级,启用,1995,,
140200,山西省,大同市,大同市,地级,启用,1980,,
140202,山西省,大同市,城区,县级,弃用,1980,2018,140213;140214
140203,山西省,大同市,矿区,县级,弃用,1980,2018,140214
140211,山西省,大同市,南郊区,县级,弃用,1980,2018,140212;140213;140214
140212,山西省,大同市,新荣区,县级,启用,1980,,
140213,山西省,大同市,平城区,县级,启用,2018,,
140214,山西省,大同市,云冈区,县级,启用,2018,,
140215,山西省,大同市,云州区,县级,启用,2018,,
140221,山西省,大同市,阳高县,县级,启用,1993,,
140222,山西省,大同市,天镇县,县级,启用,1993,,
140223,山西省,大同市,广灵县,县级,启用,1993,,
140224,山西省,大同市,灵丘县,县级,启用,1993,,
140225,山西省,大同市,浑源县,县级,启用,1993,,
140226,山西省,大同市,左云县,县级,启用,1993,,
140227,山西省,大同市,大同县,县级,弃用,1993,2018,140215
140300,山西省,阳泉市,阳泉市,地级,启用,1980,,
140302,山西省,阳泉市,城区,县级,启用,1980,,
140303,山西省,阳泉市,矿区,县级,启用,1980,,
140311,山西省,阳泉市,郊区,县级,启用,1980,,
140321,山西省,阳泉市,平定县,县级,启用,1983,,
140322,山西省,阳泉市,盂县,县级,启用,1983,,
140400,山西省,长治市,长治市,地级,启用,1980,,
140402,山西省,长治市,城区,县级,弃用,1980,2018,140403
140403,山西省,长治市,潞州区,县级,启用,2018,,
140404,山西省,长治市,上党区,县级,启用,2018,,
140405,山西省,长治市,屯留区,县级,启用,2018,,
140406,山西省,长治市,潞城区,县级,启用,2018,,
140411,山西省,长治市,郊区,县级,弃用,1980,2018,140403
140421,山西省,长治市,长治县,县级,弃用,1983,2018,140404
140422,山西省,长治市,潞城县,县级,弃用,1983,1994,149003
140423,山西省,长治市,襄垣县,县级,启用,1985,,
140424,山西省,长治市,屯留县,县级,弃用,1985,2018,140405
140425,山西省,长治市,平顺县,县级,启用,1985,,
140426,山西省,长治市,黎城县,县级,启用,1985,,
140427,山西省,长治市,壶关县,县级,启用,1985,,
140428,山西省,长治市,长子县,县级,启用,1985,,
140429,山西省,长治市,武乡县,县级,启用,1985,,
140430,山西省,长治市,沁县,县级,启用,1985,,
140431,山西省,长治市,沁源县,县级,启用,1985,,
140481,山西省,长治市,潞城市,县级,弃用,1995,2018,140406
140500,山西省,晋城市,晋城市,地级,启用,1985,,
140502,山西省,晋城市,城区,县级,启用,1985,,
140503,山西省,晋城市,郊区,县级,弃用,1985,1996,140525
140521,山西省,晋城市,沁水县,县级,启用,1985,,
140522,山西省,晋城市,阳城县,县级,启用,1985,,
140523,山西省,晋城市,高平县,县级,弃用,1985,1993,149002
140524,山西省,晋城市,陵川县,县级,启用,1985,,
140525,山西省,晋城市,泽州县,县级,启用,1996,,
140581,山西省,晋城市,高平市,县级,启用,1995,,
140600,山西省,朔州市,朔州市,地级,启用,1988,,
140602,山西省,朔州市,朔城区,县级,启用,1988,,
140603,山西省,朔州市,平鲁区,县级,启用,1988,,
140621,山西省,朔州市,山阴县,县级,启用,1988,,
140622,山西省,朔州市,应县,县级,启用,1993,,
140623,山西省,朔州市,右玉县,县级,启用,1993,,
140624,山西省,朔州市,怀仁县,县级,弃用,1993,2018,140681
140681,山西省,朔州市,怀仁市,县级,启用,2018,,
140700,山西省,晋中市,晋中市,地级,启用,1999,,
140702,山西省,晋中市,榆次区,县级,启用,1999,,
140703,山西省,晋中市,太谷区,县级,启用,2019,,
140721,山西省,晋中市,榆社县,县级,启用,1999,,
140722,山西省,晋中市,左权县,县级,启用,1999,,
140723,山西省,晋中市,和顺县,县级,启用,1999,,
140724,山西省,晋中市,昔阳县,县级,启用,1999,,
140725,山西省,晋中市,寿阳县,县级,启用,1999,,
140726,山西省,晋中市,太谷县,县级,弃用,1999,2019,140703
140727,山西省,晋中市,祁县,县级,启用,1999,,
140728,山西省,晋中市,平遥县,县级,启用,1999,,
140729,山西省,晋中市,灵石县,县级,启用,1999,,
140781,山西省,晋中市,介休市,县级,启用,1999,,
140800,山西省,运城市,运城市,地级,启用,2000,,
140802,山西省,运城市,盐湖区,县级,启用,2000,,
140821,山西省,运城市,临猗县,县级,启用,2000,,
140822,山西省,运城市,万荣县,县级,启用,2000,,
140823,山西省,运城市,闻喜县,县级,启用,2000,,
140824,山西省,运城市,稷山县,县级,启用,2000,,
140825,山西省,运城市,新绛县,县级,启用,2000,,
140826,山西省,运城市,绛县,县级,启用,2000,,
140827,山西省,运城市,垣曲县,县级,启用,2000,,
140828,山西省,运城市,夏县,县级,启用,2000,,
140829,山西省,运城市,平陆县,县级,启用,2000,,
140830,山西省,运城市,芮城县,县级,启用,2000,,
140881,山西省,运城市,永济市,县级,启用,2000,,
140882,山西省,运城市,河津市,县级,启用,2000,,
140900,山西省,忻州市,忻州市,地级,启用,2000,,
140902,山西省,忻州市,忻府区,县级,启用,2000,,
140921,山西省,忻州市,定襄县,县级,启用,2000,,
140922,山西省,忻州市,五台县,县级,启用,2000,,
140923,山西省,忻州市,代县,县级,启用,2000,,
140924,山西省,忻州市,繁峙县,县级,启用,2000,,
140925,山西省,忻州市,宁武县,县级,启用,2000,,
140926,山西省,忻州市,静乐县,县级,启用,2000,,
140927,山西省,忻州市,神池县,县级,启用,2000,,
140928,山西省,忻州市,五寨县,县级,启用,2000,,
140929,山西省,忻州市,岢岚县,县级,启用,2000,,
140930,山西省,忻州市,河曲县,县级,启用,2000,,
140931,山西省,忻州市,保德县,县级,启用,2000,,
140932,山西省,忻州市,偏关县,县级,启用,2000,,
140981,山西省,忻州市,原平市,县级,启用,2000,,
141000,山西省,临汾市,临汾市,地级,启用,2000,,
141002,山西省,临汾市,尧都区,县级,启用,2000,,
141021,山西省,临汾市,曲沃县,县级,启用,2000,,
141022,山西省,临汾市,翼城县,县级,启用,2000,,
141023,山西省,临汾市,襄汾县,县级,启用,2000,,
141024,山西省,临汾市,洪洞县,县级,启用,2000,,
141025,山西省,临汾市,古县,县级,启用,2000,,
141026,山西省,临汾市,安泽县,县级,启用,2000,,
141027,山西省,临汾市,浮山县,县级,启用,2000,,
141028,山西省,临汾市,吉县,县级,启用,2000,,
141029,山西省,临汾市,乡宁县,县级,启用,2000,,
141030,山西省,临汾市,大宁县,县级,启用,2000,,
141031,山西省,临汾市,隰县,县级,启用,2000,,
141032,山西省,临汾市,永和县,县级,启用,2000,,
141033,山西省,临汾市,蒲县,县级,启用,2000,,
141034,山西省,临汾市,汾西县,县级,启用,2000,,
141081,山西省,临汾市,侯马市,县级,启用,2000,,
141082,山西省,临汾市,霍州市,县级,启用,2000,,
141100,山西省,吕梁市,吕梁市,地级,启用,2003,,
141102,山西省,吕梁市,离石区,县级,启用,2003,,
141121,山西省,吕梁市,文水县,县级,启用,2003,,
141122,山西省,吕梁市,交城县,县级,启用,2003,,
141123,山西省,吕梁市,兴县,县级,启用,2003,,
141124,山西省,吕梁市,临县,县级,启用,2003,,
141125,山西省,吕梁市,柳林县,县级,启用,2003,,
141126,山西省,吕梁市,石楼县,县级,启用,2003,,
141127,山西省,吕梁市,岚县,县级,启用,2003,,
141128,山西省,吕梁市,方山县,县级,启用,2003,,
141129,山西省,吕梁市,中阳县,县级,启用,2003,,
141130,山西省,吕梁市,交口县,县级,启用,2003,,
141181,山西省,吕梁市,孝义市,县级,启用,2003,,
141182,山西省,吕梁市,汾阳市,县级,启用,2003,,
142100,山西省,雁北地区,雁北地区,地级,弃用,1980,1993,140600[1988];140200;140600
142121,山西省,雁北地区,阳高县,县级,弃用,1982,1993,140221
142121,山西省,雁北地区,大同县,县级,变更,1980,1982,142132
142122,山西省,雁北地区,天镇县,县级,弃用,1982,1993,140222
142122,山西省,雁北地区,阳高县,县级,变更,1980,1982,142121
142123,山西省,雁北地区,广灵县,县级,弃用,1982,1993,140223
142123,山西省,雁北地区,天镇县,县级,变更,1980,1982,142122
142124,山西省,雁北地区,灵丘县,县级,弃用,1982,1993,140224
142124,山西省,雁北地区,广灵县,县级,变更,1980,1982,142123
